application_id,company_name,industry,loan_purpose,annual_revenue,loan_amount_requested,loan_to_revenue_ratio,years_in_business,num_employees,credit_score,debt_to_income_ratio,monthly_cash_flow,existing_loans,late_payments_12m,avg_daily_transactions,transaction_volatility,max_overdraft_30d,risk_tier,default_probability,default,application_date
APP-001974,Fernandez-Carter,Real Estate,Research & Development,512770.85,22350.9,0.0436,5.0,14,535,0.3049,10127.49,2,2,30.75,0.6927,0.0,B,0.9816,1,2025-11-10
APP-001975,"Taylor, Mckay and Crawford",Manufacturing,Debt Consolidation,503780.92,6533.69,0.013,9.2,3,683,0.0733,8471.94,3,1,3.12,0.2162,56.22,A,0.2218,0,2025-05-13
APP-001976,Atkins and Sons,Energy,Equipment Purchase,4643001.14,27939.12,0.006,6.1,23,663,0.1556,54979.16,2,0,80.76,0.7458,0.0,A,0.3569,0,2025-08-24
APP-001977,Miranda Inc,Real Estate,Research & Development,233502.05,43509.53,0.1863,21.2,11,831,0.1721,2681.81,1,1,3.1,0.6945,0.0,AAA,0.3716,0,2025-06-12
APP-001978,Ruiz-Flores,Agriculture,Real Estate,8995913.88,742.05,0.0001,3.1,30,699,0.3823,171550.24,0,1,5.47,0.2678,0.0,A,0.3845,1,2025-09-09
APP-001979,Hendrix LLC,Finance,Working Capital,148837.98,119754.77,0.8046,0.0,146,727,0.485,2350.94,2,1,6.81,0.1517,0.0,A,0.7078,1,2026-03-28
APP-001980,Mcdowell-Armstrong,Finance,Research & Development,100824.77,137864.08,1.3674,11.6,1642,664,0.1326,820.17,0,0,15.22,0.7981,0.0,A,0.5104,0,2025-12-09
APP-001981,"Davis, Green and Boyd",Manufacturing,Research & Development,163351.7,60693.39,0.3716,17.9,8,726,0.2559,819.51,2,0,17.93,0.7986,0.0,AA,0.3057,0,2025-04-15
APP-001982,Wilson-Brooks,Healthcare,Working Capital,35475.89,25790.43,0.727,4.0,24,669,0.117,674.02,1,1,14.16,0.1969,150.73,A,0.3905,1,2026-01-13
APP-001983,"Decker, Dyer and Moreno",Energy,Business Expansion,50453.8,9057.88,0.1795,3.1,52,812,0.1742,524.12,0,1,9.63,0.4058,475.93,AAA,0.3066,0,2026-02-19
APP-001984,"Roberts, Park and Cochran",Healthcare,Real Estate,1632448.46,48103.04,0.0295,3.3,47,622,0.2894,25599.48,5,2,7.43,0.4859,754.73,BBB,0.8726,1,2025-07-02
APP-001985,Clark Inc,Technology,Business Expansion,33153.43,74868.95,2.2583,6.6,25,652,0.0481,457.32,3,0,5.28,0.4589,0.0,A,0.4994,0,2025-09-17
APP-001986,"Davis, Burton and Holder",Agriculture,Business Expansion,20094040.84,30923.6,0.0015,12.5,26,744,0.4417,96956.16,0,1,23.26,0.3058,947.01,AA,0.4072,0,2026-02-14
APP-001987,Burns Ltd,Manufacturing,Debt Consolidation,862704.38,62924.58,0.0729,12.1,1,834,0.1417,13287.51,0,4,23.77,0.5183,0.0,AAA,0.8146,1,2026-01-19
APP-001988,Hill PLC,Healthcare,Research & Development,71488.95,5844.03,0.0817,12.0,6,674,0.1454,578.15,6,0,10.56,0.7971,0.0,A,0.3174,1,2025-09-21
APP-001989,Beck-Thomas,Manufacturing,Working Capital,3640208.78,3755.73,0.001,11.6,3,583,0.1915,31731.7,0,0,14.55,0.3035,0.0,BB,0.6019,1,2025-12-03
APP-001990,Montgomery Inc,Manufacturing,Real Estate,8278436.0,192497.9,0.0233,12.8,18,564,0.2391,36089.03,2,0,109.74,0.2694,96.56,BB,0.7094,0,2025-05-23
APP-001991,"Green, Rhodes and Keller",Finance,Working Capital,624342.43,307972.65,0.4933,3.4,32,730,0.4381,5779.68,2,0,28.31,0.138,0.0,AA,0.2528,0,2025-07-13
APP-001992,"Gutierrez, Hawkins and Robinson",Finance,Business Expansion,902320.38,18737.79,0.0208,4.1,62,709,0.0554,9379.28,0,0,9.01,0.1727,0.0,AA,0.08,0,2026-03-22
APP-001993,Cole-Faulkner,Real Estate,Equipment Purchase,26016.51,40777.64,1.5674,9.5,61,774,0.0562,267.96,3,2,15.02,0.5577,0.0,AAA,0.6086,1,2025-08-08
APP-001994,Brady-Jacobs,Transportation,Debt Consolidation,3297556.58,42061.82,0.0128,7.8,81,634,0.0792,51910.51,0,0,20.85,0.4952,227.24,BBB,0.3478,1,2025-11-20
APP-001995,Holt Inc,Agriculture,Real Estate,2872947.96,238815.03,0.0831,21.1,10,787,0.3275,18954.92,1,0,6.77,0.4455,0.0,AA,0.2168,0,2026-01-29
APP-001996,"Fletcher, Nelson and Burke",Agriculture,Working Capital,42391404.81,75329.22,0.0018,12.8,13,588,0.2135,545507.76,0,1,23.92,0.3113,959.29,BB,0.7663,0,2025-06-10
APP-001997,Hicks Group,Media,Real Estate,811594.1,85244.63,0.105,13.1,1,756,0.4628,14263.14,1,1,37.01,0.2775,1038.52,A,0.5487,0,2025-05-20
APP-001998,"West, Byrd and Berry",Media,Real Estate,1586801.71,1413908.12,0.891,1.4,75,579,0.3459,29361.71,2,1,40.53,0.6674,0.0,BB,0.955,1,2025-07-14
APP-001999,"Boyle, Moore and Burton",Agriculture,Equipment Purchase,691257.75,15042.75,0.0218,16.0,38,768,0.3753,3080.43,1,0,24.1,0.3292,481.79,AA,0.2078,0,2025-10-13
APP-002000,Chavez Inc,Transportation,Debt Consolidation,944414.45,263182.73,0.2787,0.6,81,673,0.5073,18251.38,1,2,13.42,0.4789,0.0,A,0.9157,1,2025-12-13
APP-002001,"Sexton, Garrett and Stark",Healthcare,Real Estate,5179117.73,82623.21,0.016,8.6,93,598,0.2908,56983.74,1,0,8.41,0.2614,148.99,BB,0.5916,1,2025-11-02
APP-002002,Williams Inc,Real Estate,Real Estate,30300.82,39707.52,1.3104,16.0,13,579,0.0877,528.73,2,1,23.34,0.2937,96.46,BB,0.8334,1,2025-11-26
APP-002003,"Moran, Dixon and Duncan",Finance,Equipment Purchase,3400488.41,239342.96,0.0704,7.7,16,580,0.0778,53391.01,2,2,74.21,0.1916,0.0,BB,0.835,1,2026-04-03
APP-002004,"Tyler, Patterson and Conley",Technology,Debt Consolidation,33947.33,11271.84,0.332,7.9,4,850,0.5014,671.85,0,0,35.74,0.7216,0.0,A,0.4541,1,2026-01-29
APP-002005,Martinez Inc,Real Estate,Equipment Purchase,89758.05,17793.11,0.1982,1.2,5,712,0.053,1797.58,1,0,29.86,0.5697,327.24,AA,0.1868,0,2025-08-11
APP-002006,Garcia LLC,Agriculture,Business Expansion,1087279.16,4296.34,0.004,1.9,1,684,0.097,20228.74,1,0,2.35,0.2929,0.0,A,0.1573,1,2025-04-21
APP-002007,Burgess Group,Transportation,Real Estate,9263934.14,74998.24,0.0081,6.2,46,622,0.0741,163128.06,0,0,25.16,0.4586,239.17,BBB,0.3904,1,2025-11-06
APP-002008,"Silva, Hughes and Smith",Technology,Real Estate,372865.83,18036.46,0.0484,6.6,234,554,0.2565,6099.35,0,0,12.71,0.4026,0.0,BB,0.801,1,2025-11-10
APP-002009,Hansen Group,Media,Working Capital,3058596.29,148855.19,0.0487,6.3,1,520,0.4401,36413.05,2,0,32.33,0.1674,1457.33,B,0.9413,1,2026-04-05
APP-002010,Hart-Baker,Agriculture,Equipment Purchase,1945985.67,383.1,0.0002,14.5,67,651,0.1345,18795.44,1,1,27.33,0.3376,0.0,A,0.4316,1,2026-01-02
APP-002011,"Shelton, Pugh and Knox",Energy,Debt Consolidation,21166.26,120412.69,5.6889,7.4,41,634,0.4958,220.4,7,0,91.21,0.6376,0.0,BBB,0.9655,1,2025-08-28
APP-002012,Rogers and Sons,Energy,Working Capital,107189.17,137909.07,1.2866,12.4,22,692,0.2645,2136.73,1,0,18.49,0.368,0.0,A,0.3077,1,2026-01-15
APP-002013,"Parrish, Wright and Hanson",Energy,Real Estate,737788.46,82796.6,0.1122,7.1,104,716,0.2189,10003.13,0,1,15.94,0.7541,334.64,AA,0.4291,1,2025-12-17
APP-002014,Holloway Inc,Manufacturing,Business Expansion,341297.14,350304.56,1.0264,22.4,6,643,0.2091,6727.22,1,1,31.14,0.7153,691.05,BBB,0.7642,1,2025-09-04
APP-002015,Burns-Frey,Retail,Debt Consolidation,327022.57,42408.19,0.1297,4.3,20,640,0.2065,3675.01,2,0,5.44,0.6133,642.19,BBB,0.4804,0,2025-05-30
APP-002016,"Jordan, Simmons and Fitzgerald",Manufacturing,Equipment Purchase,95945.59,123693.18,1.2892,5.0,4,651,0.1782,499.36,2,0,30.67,0.147,0.0,A,0.373,0,2025-05-11
APP-002017,Carpenter-Smith,Agriculture,Equipment Purchase,349278.47,2556.95,0.0073,5.8,1,847,0.3277,5088.28,2,1,81.64,0.708,0.0,AA,0.4836,0,2025-09-09
APP-002018,Spencer-Whitaker,Retail,Business Expansion,334898.8,115137.98,0.3438,2.0,1,758,0.1393,2383.34,0,0,49.79,0.7538,643.2,AAA,0.2621,1,2026-01-05
APP-002019,"Davis, Long and Preston",Finance,Equipment Purchase,391554.48,28924.72,0.0739,9.1,7,543,0.0549,7433.45,0,1,39.87,0.5604,0.0,B,0.8847,1,2026-02-11
APP-002020,Nichols Ltd,Transportation,Debt Consolidation,498168.47,31079.61,0.0624,15.8,24,782,0.1997,4863.18,2,0,25.71,0.1401,240.61,AAA,0.1064,0,2025-08-20
APP-002021,"Greene, Stewart and Gonzalez",Manufacturing,Research & Development,179431660.12,28953.64,0.0002,20.0,2,641,0.1887,3511221.85,0,0,50.18,0.7759,8.33,BBB,0.4837,1,2025-05-25
APP-002022,Spencer-Shelton,Transportation,Working Capital,3516695.33,57536.71,0.0164,8.8,75,586,0.2522,68790.84,4,1,11.43,0.178,347.18,BB,0.7629,0,2025-10-26
APP-002023,Stephens-Chambers,Technology,Working Capital,25751.21,307986.74,11.9601,0.0,1,803,0.2051,410.61,0,0,49.94,0.1373,569.65,AAA,0.7894,1,2026-03-14
APP-002024,Riley-Martin,Agriculture,Business Expansion,4268669.73,101586.15,0.0238,5.0,40,611,0.1711,84935.42,2,2,15.25,0.4813,78.94,BBB,0.8491,1,2026-01-03
APP-002025,"Roberts, Aguirre and Hernandez",Healthcare,Equipment Purchase,4080287.17,216619.48,0.0531,1.2,3,702,0.2609,25390.46,1,1,64.41,0.1288,0.0,AA,0.3137,0,2025-11-22
APP-002026,"Franklin, Martinez and Johnson",Finance,Research & Development,153421.59,49358.47,0.3217,6.4,2,665,0.1889,768.14,3,0,15.62,0.4024,1555.71,A,0.4036,1,2025-08-27
APP-002027,Davis Group,Technology,Working Capital,1502164.75,188501.48,0.1255,9.1,3,802,0.2625,21488.49,3,0,25.38,0.3284,0.0,AAA,0.1677,0,2026-02-21
APP-002028,Moore LLC,Finance,Business Expansion,1657177.53,4256.88,0.0026,5.7,43,655,0.42,25879.72,2,0,13.51,0.1141,0.0,A,0.3591,1,2025-07-30
APP-002029,Gordon and Sons,Retail,Equipment Purchase,1298130.39,7990.74,0.0062,13.7,10,709,0.5013,9303.19,0,0,133.43,0.3198,0.0,A,0.2735,0,2025-09-05
APP-002030,Black-Butler,Manufacturing,Real Estate,1256249.75,50814.43,0.0404,6.1,14,692,0.5115,9855.66,2,0,23.66,0.355,343.65,A,0.3382,1,2025-09-30
APP-002031,"James, Snyder and Castillo",Transportation,Research & Development,449086.98,48374.57,0.1077,1.8,42,850,0.3223,2721.94,2,0,5.98,0.6004,0.0,AA,0.3109,0,2026-03-23
APP-002032,Conway Inc,Real Estate,Business Expansion,784479.25,121615.75,0.155,17.4,49,816,0.059,11617.77,0,1,18.27,0.2022,0.0,AAA,0.1661,0,2026-01-24
APP-002033,Williams-Smith,Technology,Equipment Purchase,1082086.61,1740192.54,1.6082,9.2,32,756,0.4023,20713.86,1,1,21.08,0.6526,0.0,AA,0.6994,0,2025-09-20
APP-002034,Snow Inc,Healthcare,Debt Consolidation,249614.82,16747.84,0.0671,15.6,29,776,0.3244,3818.73,2,1,5.13,0.6337,0.0,AA,0.4475,1,2025-08-11
APP-002035,Wright-Smith,Finance,Working Capital,18319.76,12347.18,0.674,8.0,40,709,0.3936,188.67,0,0,3.33,0.5153,0.0,AA,0.3437,1,2025-12-01
APP-002036,"Martinez, Johnson and Rice",Energy,Business Expansion,22449640.59,7644.16,0.0003,5.9,93,630,0.4732,359563.01,1,1,835.34,0.6859,0.0,BBB,0.8499,0,2026-02-05
APP-002037,Tucker Inc,Retail,Real Estate,2073607.26,6234.07,0.003,17.1,10,736,0.3518,22197.71,1,0,28.6,0.5364,0.0,AA,0.248,0,2025-08-25
APP-002038,"Hodge, Nichols and Kline",Retail,Research & Development,1800419.94,17955.24,0.01,2.4,38,739,0.2467,34010.29,0,1,142.15,0.1492,0.0,AA,0.265,0,2026-03-22
APP-002039,Schwartz-Smith,Retail,Real Estate,56418.52,255768.62,4.5334,28.1,25,556,0.1869,992.35,1,0,36.15,0.5094,0.0,BB,0.9704,1,2026-02-19
APP-002040,"Matthews, Thomas and Marshall",Agriculture,Research & Development,32399.36,187476.3,5.7864,6.4,34,791,0.2843,203.46,3,1,46.39,0.5132,200.01,AAA,0.8809,1,2025-12-23
APP-002041,Robles Group,Transportation,Real Estate,271545.6,55067.49,0.2028,18.6,17,660,0.1436,2491.63,0,0,10.94,0.1891,23.71,A,0.2047,0,2025-04-25
APP-002042,"Norris, Delgado and Curtis",Manufacturing,Equipment Purchase,360846.79,668526.53,1.8527,10.5,14,664,0.3772,7223.63,3,1,84.62,0.432,0.0,A,0.7813,0,2026-01-17
APP-002043,Harris LLC,Technology,Research & Development,245774.68,32430.09,0.132,1.1,301,614,0.3118,4347.36,2,1,3.83,0.5726,0.0,BBB,0.8641,1,2025-07-01
APP-002044,Russell Ltd,Agriculture,Business Expansion,48782.43,3717.84,0.0762,6.5,127,795,0.1537,645.34,1,0,19.46,0.7351,0.0,AAA,0.2107,0,2025-11-30
APP-002045,King Ltd,Transportation,Research & Development,51633.81,15379.69,0.2979,3.3,4,755,0.2741,1059.5,1,0,22.48,0.585,0.0,AAA,0.2686,1,2025-11-07
APP-002046,Jones LLC,Retail,Equipment Purchase,2576016.94,167071.11,0.0649,8.2,34,739,0.3116,43873.52,2,1,27.94,0.592,0.0,AA,0.4295,0,2026-03-13
APP-002047,"Hughes, Brown and Dudley",Retail,Business Expansion,218839.06,107821.97,0.4927,8.7,15,823,0.2699,3147.09,3,4,24.51,0.777,0.0,AAA,0.9227,1,2025-12-09
APP-002048,Gonzalez-Wong,Energy,Equipment Purchase,534721.14,73445.97,0.1374,10.1,209,552,0.0948,8149.87,2,2,18.65,0.3984,0.0,BB,0.9283,1,2026-04-01
APP-002049,Gray-Avila,Finance,Equipment Purchase,366395.02,13462.51,0.0367,13.1,3,517,0.2801,4868.94,2,1,26.88,0.784,0.0,B,0.9716,1,2025-06-13
APP-002050,Chavez-Cox,Healthcare,Real Estate,423739.99,15626.86,0.0369,13.2,138,699,0.3558,4252.98,2,1,40.89,0.5214,0.0,A,0.4319,0,2025-12-05
APP-002051,Arnold-Nguyen,Technology,Business Expansion,534353.04,31713.17,0.0593,4.6,7,713,0.3056,10082.4,1,0,15.2,0.7972,671.83,AA,0.321,0,2025-06-15
APP-002052,Jones-Allen,Transportation,Research & Development,1008443.58,169711.44,0.1683,6.0,1,631,0.0666,11139.68,0,1,12.14,0.1552,144.3,BBB,0.4453,1,2025-06-07
APP-002053,"Peterson, Diaz and Jenkins",Finance,Equipment Purchase,98747.34,22686.8,0.2297,4.6,9,622,0.1883,522.86,2,1,53.22,0.7065,223.88,BBB,0.7698,1,2026-02-22
APP-002054,"Jackson, Green and Guerra",Retail,Working Capital,712953.52,51691.95,0.0725,5.2,107,614,0.1393,10419.16,1,0,10.4,0.4261,44.55,BBB,0.4773,0,2025-07-27
APP-002055,Brown-Harris,Healthcare,Research & Development,270917.55,26425.69,0.0975,21.4,1,703,0.3372,2904.81,1,0,480.6,0.3353,0.0,AA,0.1957,0,2025-05-27
APP-002056,"Perez, Johnson and Willis",Real Estate,Research & Development,1210490.02,471681.43,0.3897,8.9,153,756,0.1788,8724.7,2,1,208.91,0.3889,3124.25,AAA,0.4185,0,2026-03-09
APP-002057,Conley Ltd,Technology,Equipment Purchase,1107704.2,27987.78,0.0253,14.3,761,603,0.0718,10489.93,3,1,42.35,0.1582,2573.9,BBB,0.6771,0,2025-05-13
APP-002058,"Moore, Calhoun and Archer",Finance,Research & Development,492279.19,55290.12,0.1123,7.5,9,804,0.0583,5987.71,3,0,5.14,0.3754,0.0,AAA,0.1053,0,2025-07-08
APP-002059,"Gutierrez, Thompson and Allen",Healthcare,Working Capital,852431.42,96380.71,0.1131,9.1,41,743,0.3909,4427.16,0,1,77.17,0.5039,0.0,AA,0.4601,0,2025-08-02
APP-002060,Allen PLC,Retail,Equipment Purchase,993680.44,20676.87,0.0208,10.2,20,623,0.1542,19353.79,2,2,5.49,0.237,173.46,BBB,0.7345,0,2025-06-27
APP-002061,Weaver-Chambers,Real Estate,Real Estate,2708509.44,20996.6,0.0078,9.9,1,640,0.017,44645.95,4,2,39.92,0.7971,273.86,BBB,0.7505,1,2025-12-31
APP-002062,Acosta-Mays,Technology,Research & Development,17733466.63,82774.92,0.0047,10.9,38,611,0.0665,173313.01,0,0,34.41,0.6037,0.0,BBB,0.4834,0,2025-09-27
APP-002063,Stanley Group,Real Estate,Research & Development,135129.29,36125.11,0.2673,7.0,1,575,0.1981,1932.62,1,0,5.46,0.7229,0.0,BB,0.7996,1,2026-01-30
APP-002064,Roberson-Solomon,Manufacturing,Business Expansion,549161.17,11115.73,0.0202,8.6,3,781,0.4483,8056.27,0,0,51.26,0.3794,0.0,AA,0.2654,0,2025-08-03
APP-002065,Williams-Golden,Transportation,Debt Consolidation,153118.96,5237.42,0.0342,7.3,121,811,0.4282,2444.06,5,1,9.08,0.3026,0.0,AA,0.407,1,2025-11-09
APP-002066,"Collins, Walsh and Gonzalez",Agriculture,Research & Development,7554152.76,5795.58,0.0008,11.8,4,771,0.4175,102604.48,0,1,6.5,0.6447,278.59,AA,0.5155,0,2025-08-01
APP-002067,"Garza, Martinez and Wallace",Retail,Debt Consolidation,110331.91,34986.98,0.3171,15.7,75,848,0.2433,1225.82,2,1,10.46,0.3503,0.0,AAA,0.3199,1,2026-01-03
APP-002068,Hughes Inc,Agriculture,Equipment Purchase,4756.12,622487.62,130.8815,5.3,7,623,0.2274,65.63,2,4,11.93,0.5374,360.74,BBB,0.997,1,2025-10-25
APP-002069,"Hoffman, Brown and Johnson",Transportation,Equipment Purchase,329428.66,3114.08,0.0095,10.5,44,726,0.4051,1835.8,0,2,7.5,0.1692,0.0,AA,0.5303,1,2025-06-06
APP-002070,Collier-Morris,Agriculture,Working Capital,433286.65,37146.79,0.0857,10.4,21,668,0.1001,6528.64,3,0,7.9,0.1638,731.36,A,0.1515,1,2026-03-04
APP-002071,Baker LLC,Agriculture,Working Capital,1442028.97,75189.85,0.0521,4.5,239,648,0.1558,12638.18,2,0,47.69,0.5558,121.74,BBB,0.3723,0,2025-08-21
APP-002072,"Wright, White and Gonzalez",Manufacturing,Equipment Purchase,26341.14,167915.52,6.3746,6.3,16,773,0.4122,139.99,0,3,18.21,0.7432,0.0,AA,0.987,1,2025-07-05
APP-002073,Cooper-Torres,Real Estate,Real Estate,227583.36,63908.31,0.2808,14.0,51,702,0.4581,4559.45,1,0,5.46,0.4075,0.0,A,0.3019,0,2026-04-08
APP-002074,Haynes-Carrillo,Agriculture,Real Estate,87857.97,20797.25,0.2367,13.6,12,660,0.4565,1632.06,1,1,8.51,0.2941,0.0,A,0.6378,1,2026-01-04
APP-002075,"Terry, Ward and Novak",Technology,Debt Consolidation,21133.46,7593.19,0.3593,9.0,21,716,0.2542,149.3,3,0,56.76,0.6983,0.0,AA,0.278,0,2025-10-04
APP-002076,Gutierrez-Mercado,Media,Working Capital,297879.63,627236.0,2.1057,3.0,38,658,0.5126,1465.35,0,3,11.4,0.717,579.29,A,0.9833,1,2025-10-26
APP-002077,Hill LLC,Healthcare,Research & Development,145593.37,64670.74,0.4442,0.3,3,517,0.1566,1248.75,1,2,24.67,0.3636,0.0,B,0.989,1,2025-07-07
APP-002078,Ford-Roberts,Energy,Working Capital,149863.6,10586.49,0.0706,9.8,7,624,0.1375,2749.1,0,0,29.08,0.1514,0.0,BBB,0.3199,0,2025-07-14
APP-002079,Stewart-Ross,Transportation,Debt Consolidation,1718038.46,32470.41,0.0189,12.1,114,706,0.1642,15074.33,0,0,24.97,0.3099,0.0,AA,0.1201,0,2026-01-20
APP-002080,"Kelly, Johnson and Ramsey",Media,Equipment Purchase,377737.75,3476.99,0.0092,5.6,149,764,0.2162,4618.61,4,0,3.68,0.3635,0.0,AAA,0.1528,0,2025-10-25
APP-002081,"Huang, Robinson and Newman",Energy,Research & Development,320572.53,27303.51,0.0852,13.9,30,826,0.6661,2138.47,3,0,16.92,0.4663,0.0,BB,0.4443,0,2025-10-26
APP-002082,Simmons-Barrera,Healthcare,Business Expansion,38287.41,316315.53,8.2616,0.0,10,702,0.1306,693.99,0,2,25.78,0.1417,50.15,AA,0.9373,1,2025-07-15
APP-002083,Brown Ltd,Healthcare,Business Expansion,190078.45,1012368.24,5.3261,12.0,267,703,0.1042,3016.23,0,1,20.46,0.507,362.19,AA,0.8045,1,2026-02-01
APP-002084,"Baker, Ballard and Keith",Finance,Business Expansion,176220.63,68615.96,0.3894,8.4,23,665,0.4295,3030.59,0,0,4.65,0.7364,0.0,A,0.5859,1,2025-12-26
APP-002085,Davis-Ramirez,Healthcare,Real Estate,14123999.17,610508.0,0.0432,15.2,24,690,0.2798,70954.44,2,0,11.1,0.2346,3.3,A,0.1745,0,2025-12-31
APP-002086,Owens-Garcia,Healthcare,Business Expansion,962483.43,940.33,0.001,4.5,15,643,0.521,17207.04,0,1,10.26,0.306,0.0,BBB,0.7454,0,2025-06-20
APP-002087,"Mcdaniel, Smith and Cooper",Energy,Research & Development,10211545.38,72435.76,0.0071,0.0,278,486,0.1472,120967.11,0,3,36.26,0.6924,0.0,B,0.9979,1,2025-08-01
APP-002088,"Wilson, Smith and Thomas",Agriculture,Debt Consolidation,14811.04,10162.24,0.6861,15.5,144,737,0.3341,224.89,3,3,24.88,0.1267,0.0,AA,0.7246,1,2025-04-14
APP-002089,Benton Ltd,Media,Equipment Purchase,3946192.57,194783.73,0.0494,6.1,55,594,0.5688,23442.28,2,0,43.49,0.4408,0.0,BB,0.8313,1,2026-03-14
APP-002090,Stewart-Schmidt,Real Estate,Working Capital,419817.2,6922.58,0.0165,6.7,7,638,0.4945,5591.73,4,0,43.86,0.7824,0.0,BBB,0.727,1,2025-06-02
APP-002091,Chavez Inc,Healthcare,Business Expansion,43678.91,28377.47,0.6497,6.6,34,707,0.2923,570.53,2,0,21.79,0.3909,0.0,AA,0.243,1,2025-12-23
APP-002092,Taylor PLC,Transportation,Business Expansion,389353.5,823135.59,2.1141,7.0,1,762,0.0625,3281.5,4,1,12.28,0.3107,0.0,AAA,0.397,0,2025-08-12
APP-002093,Sandoval-Garcia,Technology,Equipment Purchase,215269.82,103822.24,0.4823,4.5,5,700,0.2351,1012.83,0,1,4.11,0.3949,703.05,AA,0.366,1,2025-06-27
APP-002094,"Vance, Harrison and Jones",Energy,Equipment Purchase,216905.62,36916.16,0.1702,10.3,4,757,0.4494,4470.91,0,2,20.15,0.2543,0.0,AA,0.6137,0,2025-04-11
APP-002095,"Burch, Phillips and Nash",Technology,Debt Consolidation,2221402.32,19050.46,0.0086,15.4,3,611,0.1401,10576.12,1,0,25.81,0.2198,0.0,BBB,0.3934,1,2025-11-23
APP-002096,"Wood, Coleman and Schneider",Agriculture,Business Expansion,3759275.52,31741.79,0.0084,9.7,17,661,0.2934,50533.96,0,0,32.46,0.1004,0.0,A,0.2436,1,2026-03-03
APP-002097,Boone LLC,Manufacturing,Business Expansion,127684.11,23121.28,0.1811,0.0,142,734,0.3025,2126.68,3,3,15.85,0.5696,0.0,AA,0.9049,1,2025-12-19
APP-002098,"Jones, Jackson and Hartman",Agriculture,Business Expansion,79340384.99,46640.01,0.0006,2.6,2,785,0.2127,939951.84,2,0,19.72,0.2302,0.0,AAA,0.1393,1,2026-02-16
APP-002099,"Vaughn, Lopez and Wright",Retail,Debt Consolidation,932385.27,4482.8,0.0048,5.6,50,601,0.1126,5771.35,0,2,17.67,0.6706,0.0,BBB,0.8824,0,2025-09-23
APP-002100,Ferguson Ltd,Retail,Working Capital,312477.01,10383.77,0.0332,3.8,33,619,0.5769,2213.06,3,0,10.57,0.1836,0.0,BBB,0.6847,0,2025-07-13
APP-002101,Hawkins-Lee,Retail,Debt Consolidation,69022341.06,289503.92,0.0042,8.4,12,728,0.0785,1417841.37,2,1,8.31,0.6186,51.4,AA,0.2739,0,2025-05-23
APP-002102,"Bruce, Wise and Hopkins",Finance,Debt Consolidation,437271.17,93708.74,0.2143,9.0,9,627,0.0687,4395.12,2,2,6.01,0.1772,0.0,BBB,0.667,0,2025-06-27
APP-002103,Kennedy Group,Energy,Research & Development,55185.18,107248.79,1.9434,6.7,16,713,0.116,941.02,1,0,52.49,0.7856,84.77,AA,0.3948,1,2026-02-13
APP-002104,Rowe-Ibarra,Media,Equipment Purchase,1211945.68,64263.98,0.053,11.8,735,634,0.4646,11811.69,1,2,93.04,0.6665,0.0,BBB,0.9155,1,2025-04-28
APP-002105,Knox-Porter,Transportation,Research & Development,161032.6,3878.78,0.0241,14.4,4,658,0.3301,1063.48,0,0,2.37,0.1097,0.0,A,0.2772,1,2025-05-03
APP-002106,"Steele, Jones and Ramos",Energy,Business Expansion,123321.6,44294.77,0.3592,6.3,3,658,0.1348,1218.28,4,1,2.48,0.4821,765.76,A,0.5067,0,2026-01-13
APP-002107,Graves-Green,Finance,Debt Consolidation,3032078.19,5226.39,0.0017,4.4,663,630,0.2299,58897.24,1,0,23.36,0.516,0.0,BBB,0.4948,1,2025-09-15
APP-002108,"Cain, Anderson and Clark",Agriculture,Equipment Purchase,789025.42,7430.84,0.0094,15.2,7,715,0.3878,16247.67,1,1,3.96,0.4256,0.0,AA,0.4108,1,2025-05-07
APP-002109,Wright-Johnson,Finance,Debt Consolidation,53061.96,8208.11,0.1547,5.8,55,688,0.4554,311.89,0,0,47.08,0.2097,0.0,A,0.2859,0,2025-06-05
APP-002110,Richardson-Ferguson,Transportation,Equipment Purchase,1049754.57,71434.9,0.068,2.5,4,719,0.4321,9877.43,2,0,28.94,0.6216,0.0,AA,0.3682,0,2025-10-29
APP-002111,Simpson-Gonzales,Agriculture,Equipment Purchase,64561.18,396784.63,6.1459,5.7,35,609,0.0835,774.14,0,1,3.67,0.7554,0.0,BBB,0.9732,1,2025-09-30
APP-002112,Leach LLC,Energy,Research & Development,295956.49,12303.78,0.0416,10.0,655,842,0.4211,2352.23,1,0,50.95,0.3157,0.0,AA,0.2329,1,2025-08-31
APP-002113,Jones Group,Real Estate,Debt Consolidation,2213.69,1261.74,0.57,10.0,2,733,0.3939,28.81,0,2,33.15,0.506,0.0,AA,0.7059,0,2025-12-06
APP-002114,Davis-Reyes,Media,Debt Consolidation,114150.74,6850.45,0.06,10.3,13,745,0.6307,1427.68,1,1,292.09,0.6329,0.0,BBB,0.6726,1,2025-12-20
APP-002115,"Campbell, Campbell and Brown",Energy,Debt Consolidation,1558129.23,34323.87,0.022,8.9,1,646,0.0318,18895.15,1,2,22.63,0.522,0.0,BBB,0.6514,0,2025-11-29
APP-002116,Summers-Brandt,Real Estate,Real Estate,148723.13,557399.45,3.7479,10.6,13,709,0.2752,1572.57,0,0,12.18,0.2518,629.55,AA,0.5311,1,2025-08-22
APP-002117,Myers-Cortez,Energy,Business Expansion,154535.34,275547.8,1.7831,7.7,4,664,0.1968,3185.54,2,0,15.55,0.2812,0.0,A,0.4227,0,2026-03-22
